award_id_piid	current_total_value_of_award	potential_total_value_of_award	recipient_name	recipient_parent_name	recipient_congressional_district	primary_place_of_performance_state_name	award_type	product_or_service_code_description	naics_description	domestic_or_foreign_entity	alaskan_native_owned_corporation_or_firm	american_indian_owned_business	indian_tribe_federally_recognized	native_hawaiian_owned_business	tribally_owned_business	veteran_owned_business	service_disabled_veteran_owned_business	woman_owned_business	women_owned_small_business	economically_disadvantaged_women_owned_small_business	joint_venture_women_owned_small_business	joint_venture_economic_disadvantaged_women_owned_small_bus	minority_owned_business	subcontinent_asian_asian_indian_american_owned_business	asian_pacific_american_owned_business	black_american_owned_business	hispanic_american_owned_business	native_american_owned_business	other_minority_owned_business	financial_year
HSCEMS14F00002	92994.9	92994.9	S J BASHEN INC	BASHEN CORPORATION	7	DISTRICT OF COLUMBIA	BPA CALL	SUPPORT- PROFESSIONAL: HUMAN RESOURCES	INVESTIGATION SERVICES	U.S. OWNED BUSINESS	f	f	f	f	f	f	f	t	f	f	f	f	t	f	f	t	f	f	f	2017
HSCEMS14F00002	92994.9	92994.9	S J BASHEN INC	BASHEN CORPORATION	7	DISTRICT OF COLUMBIA	BPA CALL	SUPPORT- PROFESSIONAL: HUMAN RESOURCES	INVESTIGATION SERVICES	U.S. OWNED BUSINESS	f	f	f	f	f	f	f	t	f	f	f	f	t	f	f	t	f	f	f	2015
HSCEMR14P00013	93214.12	93214.12	"USA COURIERS, INC."	USA COURIERS INC.	8	MINNESOTA	PURCHASE ORDER	SUPPORT- ADMINISTRATIVE: COURIER/MESSENGER	COURIERS AND EXPRESS DELIVERY SERVICES	U.S. OWNED BUSINESS	f	f	f	f	f	f	f	t	t	f	f	f	f	f	f	f	f	f	f	2018
HSCEMD14P00007	93875	93875	"HALO GROUP, INC."	HALO GROUP INC.	7	CALIFORNIA	PURCHASE ORDER	LEASE/RENTAL OF MISCELLANEOUS BUILDINGS	ALL OTHER MISCELLANEOUS SCHOOLS AND INSTRUCTION	U.S. OWNED BUSINESS	f	f	f	f	f	f	f	f	f	f	f	f	f	f	f	f	f	f	f	2018
HSCEMD17P00137	94101.7	94101.7	"EDGE TECHNOLOGY DISTRIBUTORS, INC."	EDGE TECHNOLOGY DISTRIBUTORS INC	2	FLORIDA	PURCHASE ORDER	"RADIO AND TELEVISION COMMUNICATION EQUIPMENT, EXCEPT AIRBORNE"	RADIO AND TELEVISION BROADCASTING AND WIRELESS COMMUNICATIONS EQUIPMENT MANUFACTURING	U.S. OWNED BUSINESS	f	f	f	f	f	f	f	t	f	f	f	f	f	f	f	f	f	f	f	2017
HSCEMR17F00056	94380	478332	"SPECTRUM SERVICES GROUP, INC"	SPECTRUM SERVICES GROUP  INC.	3	DISTRICT OF COLUMBIA	DELIVERY ORDER	SUPPORT- PROFESSIONAL: OTHER	TEMPORARY HELP SERVICES	U.S. OWNED BUSINESS	f	f	f	f	f	f	f	f	f	f	f	f	t	t	f	f	f	f	f	2017
HSCETE16F00076	94427.35	94427.35	"AVAYA FEDERAL SOLUTIONS, INC."	SIERRA HOLDINGS CORP.	11	VERMONT	DELIVERY ORDER	IT AND TELECOM- FACILITY OPERATION AND MAINTENANCE	COMPUTER FACILITIES MANAGEMENT SERVICES	U.S. OWNED BUSINESS	f	f	f	f	f	f	f	f	f	f	f	f	f	f	f	f	f	f	f	2016
70CDCR18P00000097	94513.2	148333.2	"SIRONA DENTAL, INC."	SIRONA DENTAL INC.	12	NEW YORK	PURCHASE ORDER	"IMAGING EQUIPMENT AND SUPPLIES: MEDICAL, DENTAL, VETERINARY"	OFFICES OF DENTISTS	U.S. OWNED BUSINESS	f	f	f	f	f	f	f	f	f	f	f	f	f	f	f	f	f	f	f	2018
70CMSD18P00000035	94800	94800	HEURESIS CORP	HEURESIS CORP	4	MASSACHUSETTS	PURCHASE ORDER	COMBINATION AND MISCELLANEOUS INSTRUMENTS	"SEARCH, DETECTION, NAVIGATION, GUIDANCE, AERONAUTICAL, AND NAUTICAL SYSTEM AND INSTRUMENT MANUFACTURING"	U.S. OWNED BUSINESS	f	f	f	f	f	f	f	f	f	f	f	f	f	f	f	f	f	f	f	2018
HSCETE16J00022	95137.23	95137.23	"PANAMERICA COMPUTERS, INC."	PANAMERICA COMPUTERS INC.	7	VIRGINIA	DELIVERY ORDER	INFORMATION TECHNOLOGY COMPONENTS	OTHER COMPUTER RELATED SERVICES	U.S. OWNED BUSINESS	f	f	f	f	f	f	f	t	t	t	f	f	t	f	f	f	t	f	f	2018
HSCETE16J00022	95137.23	95137.23	"PANAMERICA COMPUTERS, INC."	PANAMERICA COMPUTERS  INC.	6	VIRGINIA	DELIVERY ORDER	INFORMATION TECHNOLOGY COMPONENTS	OTHER COMPUTER RELATED SERVICES	U.S. OWNED BUSINESS	f	f	f	f	f	f	f	t	t	t	f	f	t	f	f	f	t	f	f	2016
HSCEMD16J00007	95145.67	95145.67	"AKIRA TECHNOLOGIES, INC"	AKIRA TECHNOLOGIES  INC	0	DISTRICT OF COLUMBIA	DELIVERY ORDER	INFORMATION TECHNOLOGY COMPONENTS	OTHER COMPUTER RELATED SERVICES	U.S. OWNED BUSINESS	f	f	f	f	f	f	f	f	f	f	f	f	t	f	t	f	f	f	f	2016
70CMSW18FR0000031	95311.98	95311.98	AARDVARK	AARDVARK TACTICAL INC.	32	CALIFORNIA	DELIVERY ORDER	"AMMUNITION, OVER 30MM UP TO 75MM"	AMMUNITION (EXCEPT SMALL ARMS) MANUFACTURING	U.S. OWNED BUSINESS	f	f	f	f	f	f	f	f	f	f	f	f	f	f	f	f	f	f	f	2018
HSCETE12J00272	95936.79	95936.79	M A FEDERAL INCORPORATED (2233)	MA FEDERAL INC.	11	DISTRICT OF COLUMBIA	DELIVERY ORDER	INFORMATION TECHNOLOGY COMPONENTS	OTHER COMPUTER RELATED SERVICES		f	f	f	f	f	f	f	f	f	f	f	f	f	f	f	f	f	f	f	2018
HSCETE15J00697	96409.66	96409.66	"NET DIRECT SYSTEMS, LLC"	NET DIRECT SYSTEMS  LLC	2	FLORIDA	BPA CALL	ADP SUPPORT EQUIPMENT	OTHER COMPUTER RELATED SERVICES	U.S. OWNED BUSINESS	f	f	f	f	f	f	f	t	f	f	f	f	f	f	f	f	f	f	f	2015
HSCEMS14F00022	96435	96435	S J BASHEN INC	BASHEN CORPORATION	7	DISTRICT OF COLUMBIA	BPA CALL	SUPPORT- PROFESSIONAL: HUMAN RESOURCES	INVESTIGATION SERVICES	U.S. OWNED BUSINESS	f	f	f	f	f	f	f	t	f	f	f	f	t	f	f	t	f	f	f	2015
HSCETE16J00080	96472	96472	"NET DIRECT SYSTEMS, LLC"	NET DIRECT SYSTEMS  LLC	2	DISTRICT OF COLUMBIA	BPA CALL	INFORMATION TECHNOLOGY SUPPORT EQUIPMENT	OTHER COMPUTER RELATED SERVICES	U.S. OWNED BUSINESS	f	f	f	f	f	f	f	t	f	f	f	f	f	f	f	f	f	f	f	2016
HSCETE16J00110	96912.8	96912.8	"ANACAPA MICRO PRODUCTS, INC."	ANACAPA MICRO PRODUCTS INC.	26	CALIFORNIA	DELIVERY ORDER	INFORMATION TECHNOLOGY COMPONENTS	OTHER COMPUTER RELATED SERVICES	U.S. OWNED BUSINESS	f	f	f	f	f	f	f	f	f	f	f	f	f	f	f	f	f	f	f	2016
HSCETE12F00086	96979.28	96979.28	DELL MARKETING LIMITED PARTNERSHIP	DENALI HOLDING INC	31	TEXAS	DELIVERY ORDER	INFORMATION TECHNOLOGY COMPONENTS	ELECTRONIC COMPUTER MANUFACTURING		f	f	f	f	f	f	f	f	f	f	f	f	f	f	f	f	f	f	f	2018
HSCEMS16F00004	97014	97014	"JDG ASSOCIATES, INC."	JDG ASSOCIATES  INC.	21	TEXAS	BPA CALL	SUPPORT- PROFESSIONAL: HUMAN RESOURCES	INVESTIGATION SERVICES	U.S. OWNED BUSINESS	f	f	f	f	f	f	f	f	f	f	f	f	f	f	f	f	f	f	f	2016
HSCETE12J00140	97135.47	97135.47	"NET DIRECT SYSTEMS, LLC"	NET DIRECT SYSTEMS LLC	4	MARYLAND	BPA CALL	INFORMATION TECHNOLOGY SUPPORT EQUIPMENT	OTHER COMPUTER RELATED SERVICES	U.S. OWNED BUSINESS	f	f	f	f	f	f	f	t	f	f	f	f	f	f	f	f	f	f	f	2018
HSCETE16J00469	97146	97146	"IMMIXTECHNOLOGY, INC."	ARROW ELECTRONICS  INC.	11	DISTRICT OF COLUMBIA	BPA CALL	INFORMATION TECHNOLOGY COMPONENTS	COMPUTER AND SOFTWARE STORES	U.S. OWNED BUSINESS	f	f	f	f	f	f	f	f	f	f	f	f	f	f	f	f	f	f	f	2016
HSCEMD16J00053	97370	97370	"DTC COMMUNICATIONS, INC."	DTC COMMUNICATIONS  INC.	2	DISTRICT OF COLUMBIA	DELIVERY ORDER	VIDEO RECORDING AND REPRODUCING EQUIPMENT	RADIO AND TELEVISION BROADCASTING AND WIRELESS COMMUNICATIONS EQUIPMENT MANUFACTURING	U.S. OWNED BUSINESS	f	f	f	f	f	f	f	f	f	f	f	f	f	f	f	f	f	f	f	2017
HSCEMD16J00053	97370	97370	"DTC COMMUNICATIONS, INC."	DTC COMMUNICATIONS  INC.	2	DISTRICT OF COLUMBIA	DELIVERY ORDER	VIDEO RECORDING AND REPRODUCING EQUIPMENT	RADIO AND TELEVISION BROADCASTING AND WIRELESS COMMUNICATIONS EQUIPMENT MANUFACTURING	U.S. OWNED BUSINESS	f	f	f	f	f	f	f	f	f	f	f	f	f	f	f	f	f	f	f	2016
HSCEMS17J00025	97500	97500	"URBAN ADVENTURES AT GALLERY PLACE, LLC"	URBAN ADVENTURES AT GALLERY PLACE LLC	0	DISTRICT OF COLUMBIA	BPA CALL	SOCIAL- RECREATIONAL	FITNESS AND RECREATIONAL SPORTS CENTERS	U.S. OWNED BUSINESS	f	f	f	f	f	f	f	f	f	f	f	f	f	f	f	f	f	f	f	2018
HSCEMS17J00025	97500	97500	"URBAN ADVENTURES AT GALLERY PLACE, LLC"	URBAN ADVENTURES AT GALLERY PLACE  LLC	0	DISTRICT OF COLUMBIA	BPA CALL	SOCIAL- RECREATIONAL	FITNESS AND RECREATIONAL SPORTS CENTERS	U.S. OWNED BUSINESS	f	f	f	f	f	f	f	f	f	f	f	f	f	f	f	f	f	f	f	2017
70CMSD18P00000045	98000	98000	ERNST & YOUNG LLP	ERNST & YOUNG LLP	0	NEW YORK	PURCHASE ORDER	EDUCATION/TRAINING- OTHER	PROFESSIONAL AND MANAGEMENT DEVELOPMENT TRAINING	U.S. OWNED BUSINESS	f	f	f	f	f	f	f	f	f	f	f	f	f	f	f	f	f	f	f	2018
HSCETE14J00376	98000	98000	"NET DIRECT SYSTEMS, LLC"	NET DIRECT SYSTEMS  LLC	4	DISTRICT OF COLUMBIA	BPA CALL	INFORMATION TECHNOLOGY INPUT/OUTPUT AND STORAGE DEVICES	OTHER COMPUTER RELATED SERVICES	U.S. OWNED BUSINESS	f	f	f	f	f	f	f	t	f	f	f	f	f	f	f	f	f	f	f	2017
HSCETE14J00376	98000	98000	"NET DIRECT SYSTEMS, LLC"	NET DIRECT SYSTEMS  LLC	2	DISTRICT OF COLUMBIA	BPA CALL	ADP INPUT/OUTPUT AND STORAGE DEVICES	OTHER COMPUTER RELATED SERVICES	U.S. OWNED BUSINESS	f	f	f	f	f	f	f	t	f	f	f	f	f	f	f	f	f	f	f	2014
HSCEMS16P00069	98248.76	98248.76	A2Z SUPPLY CORP	A2Z SUPPLY CORP	0	MONTANA	PURCHASE ORDER	"AMMUNITION, THROUGH 30MM"	ALL OTHER MISCELLANEOUS FABRICATED METAL PRODUCT MANUFACTURING	U.S. OWNED BUSINESS	f	f	f	f	f	t	t	f	f	f	f	f	t	f	f	t	f	f	f	2016
HSCEMS17F00043	98312.73	98312.73	"SPACESAVER STORAGE SYSTEMS, INC."	KRUEGER INTERNATIONAL INC.	5	WISCONSIN	DELIVERY ORDER	"CABINETS, LOCKERS, BINS, AND SHELVING"	OFFICE FURNITURE (EXCEPT WOOD) MANUFACTURING	U.S. OWNED BUSINESS	f	f	f	f	f	f	f	f	f	f	f	f	f	f	f	f	f	f	f	2018
HSCEMS17F00043	98312.73	98312.73	"SPACESAVER STORAGE SYSTEMS, INC."	KRUEGER INTERNATIONAL  INC.	5	WISCONSIN	DELIVERY ORDER	"CABINETS, LOCKERS, BINS, AND SHELVING"	OFFICE FURNITURE (EXCEPT WOOD) MANUFACTURING	U.S. OWNED BUSINESS	f	f	f	f	f	f	f	f	f	f	f	f	f	f	f	f	f	f	f	2017
HSCEMD16J00055	98448	98448	"ANACAPA MICRO PRODUCTS, INC."	ANACAPA MICRO PRODUCTS INC.	26	CALIFORNIA	DELIVERY ORDER	INFORMATION TECHNOLOGY COMPONENTS	OTHER COMPUTER RELATED SERVICES	U.S. OWNED BUSINESS	f	f	f	f	f	f	f	f	f	f	f	f	f	f	f	f	f	f	f	2018
HSCEMD16J00055	98448	98448	"ANACAPA MICRO PRODUCTS, INC."	ANACAPA MICRO PRODUCTS INC.	26	CALIFORNIA	DELIVERY ORDER	INFORMATION TECHNOLOGY COMPONENTS	OTHER COMPUTER RELATED SERVICES	U.S. OWNED BUSINESS	f	f	f	f	f	f	f	f	f	f	f	f	f	f	f	f	f	f	f	2016
70CMSD18FR0000101	99173	99173	"PANAMERICA COMPUTERS, INC."	PANAMERICA COMPUTERS INC.	7	VIRGINIA	DELIVERY ORDER	INFORMATION TECHNOLOGY COMPONENTS	OTHER COMPUTER RELATED SERVICES	U.S. OWNED BUSINESS	f	f	f	f	f	f	f	t	t	t	f	f	t	f	f	f	t	f	f	2018
HSCETE17F00045	99263.72	99263.72	"AVAYA FEDERAL SOLUTIONS, INC."	SIERRA HOLDINGS CORP.	11	VERMONT	DELIVERY ORDER	TELEPHONE AND TELEGRAPH EQUIPMENT	COMPUTER FACILITIES MANAGEMENT SERVICES	U.S. OWNED BUSINESS	f	f	f	f	f	f	f	f	f	f	f	f	f	f	f	f	f	f	f	2018
HSCETE17F00045	99263.72	99263.72	"AVAYA FEDERAL SOLUTIONS, INC."	SIERRA HOLDINGS CORP.	11	VERMONT	DELIVERY ORDER	TELEPHONE AND TELEGRAPH EQUIPMENT	COMPUTER FACILITIES MANAGEMENT SERVICES	U.S. OWNED BUSINESS	f	f	f	f	f	f	f	f	f	f	f	f	f	f	f	f	f	f	f	2017
HSCETE17P00076	99277.17	99277.17	"OPTIVOR TECHNOLOGIES, L.L.C."	OPTIVOR TECHNOLOGIES L.L.C.	2	MASSACHUSETTS	PURCHASE ORDER	TELEPHONE AND TELEGRAPH EQUIPMENT	TELEPHONE APPARATUS MANUFACTURING	U.S. OWNED BUSINESS	f	f	f	f	f	f	f	t	f	f	f	f	f	f	f	f	f	f	f	2018
HSCETE17P00076	99277.17	99277.17	"OPTIVOR TECHNOLOGIES, L.L.C."	OPTIVOR TECHNOLOGIES  L.L.C.	2	MASSACHUSETTS	PURCHASE ORDER	TELEPHONE AND TELEGRAPH EQUIPMENT	TELEPHONE APPARATUS MANUFACTURING	U.S. OWNED BUSINESS	f	f	f	f	f	f	f	t	f	f	f	f	f	f	f	f	f	f	f	2017
HSCETE15J00350	99412.5	99412.5	"NET DIRECT SYSTEMS, LLC"	NET DIRECT SYSTEMS  LLC	2	NORTH CAROLINA	BPA CALL	ADP SUPPORT EQUIPMENT	OTHER COMPUTER RELATED SERVICES	U.S. OWNED BUSINESS	f	f	f	f	f	f	f	t	f	f	f	f	f	f	f	f	f	f	f	2015
70CMSW18FC0000063	99498.13	99498.13	PRICE MODERN LLC	PRICE MODERN LLC	7	PUERTO RICO	BPA CALL	OFFICE FURNITURE	WOOD OFFICE FURNITURE MANUFACTURING	U.S. OWNED BUSINESS	f	f	f	f	f	f	f	f	f	f	f	f	f	f	f	f	f	f	f	2018
HSCEMS16J00043	99675.04	99675.04	OLIN CORPORATION	OLIN CORPORATION	12	PENNSYLVANIA	DELIVERY ORDER	"AMMUNITION, THROUGH 30MM"	SMALL ARMS AMMUNITION MANUFACTURING	U.S. OWNED BUSINESS	f	f	f	f	f	f	f	f	f	f	f	f	f	f	f	f	f	f	f	2016
HSCETE17J00017	99705.9	99705.9	"NET DIRECT SYSTEMS, LLC"	NET DIRECT SYSTEMS  LLC	2	MARYLAND	BPA CALL	INFORMATION TECHNOLOGY SUPPORT EQUIPMENT	OTHER COMPUTER RELATED SERVICES	U.S. OWNED BUSINESS	f	f	f	f	f	f	f	t	f	f	f	f	f	f	f	f	f	f	f	2017
HSCEMS17P00027	99799	99799	"SIG SAUER, INC"	SIG SAUER INC	1	NEW HAMPSHIRE	PURCHASE ORDER	WEAPONS SYSTEMS SPECIFIC VEHICULAR ACCESSORIES	"SMALL ARMS, ORDNANCE, AND ORDNANCE ACCESSORIES MANUFACTURING"	U.S. OWNED BUSINESS	f	f	f	f	f	f	f	f	f	f	f	f	f	f	f	f	f	f	f	2018
HSCEMS17P00027	99799	99799	"SIG SAUER, INC"	SIG SAUER  INC	1	NEW HAMPSHIRE	PURCHASE ORDER	WEAPONS SYSTEMS SPECIFIC VEHICULAR ACCESSORIES	"SMALL ARMS, ORDNANCE, AND ORDNANCE ACCESSORIES MANUFACTURING"	U.S. OWNED BUSINESS	f	f	f	f	f	f	f	f	f	f	f	f	f	f	f	f	f	f	f	2017
HSCETE15J00771	99820.4	99820.4	"NET DIRECT SYSTEMS, LLC"	NET DIRECT SYSTEMS  LLC	2	NORTH CAROLINA	BPA CALL	ADP SUPPORT EQUIPMENT	OTHER COMPUTER RELATED SERVICES	U.S. OWNED BUSINESS	f	f	f	f	f	f	f	t	f	f	f	f	f	f	f	f	f	f	f	2015
HSCEDM17F00063	99919.05	99919.05	"PREMIER & COMPANIES, INC."	PREMIER SUPPLIES USA INC.	10	NEW YORK	DELIVERY ORDER	OFFICE SUPPLIES	OFFICE SUPPLIES (EXCEPT PAPER) MANUFACTURING	U.S. OWNED BUSINESS	f	f	f	f	f	f	f	f	f	f	f	f	t	f	f	f	f	f	t	2018
70CMSD18FR0000050	100000	100000	"THUNDERCAT TECHNOLOGY, LLC"	THUNDERCAT TECHNOLOGY LLC	11	DISTRICT OF COLUMBIA	DELIVERY ORDER	INFORMATION TECHNOLOGY SOFTWARE	OTHER COMPUTER RELATED SERVICES	U.S. OWNED BUSINESS	f	f	f	f	f	t	t	f	f	f	f	f	f	f	f	f	f	f	f	2018
HSCETE17P00043	100000	250000	SMARTYSTREETS LLC	SMARTYSTREETS LLC	3	UTAH	PURCHASE ORDER	INFORMATION TECHNOLOGY SOFTWARE	SOFTWARE PUBLISHERS	U.S. OWNED BUSINESS	f	f	f	f	f	f	f	f	f	f	f	f	f	f	f	f	f	f	f	2018
HSCETE17P00075	100000	100000	VIDENTIFIER TECHNOLOGIES EHF	VIDENTIFIER TECHNOLOGIES EHF		VIRGINIA	PURCHASE ORDER	INFORMATION TECHNOLOGY SOFTWARE	"SOFTWARE AND OTHER PRERECORDED COMPACT DISC, TAPE, AND RECORD REPRODUCING "	FOREIGN-OWNED BUSINESS INCORPORATED IN THE U.S.	f	f	f	f	f	f	f	f	f	f	f	f	f	f	f	f	f	f	f	2017
HSCEMS15P00016	100360	125450	ROSAMILIA BUILDERS	ROSAMILIA BUILDERS	9	PENNSYLVANIA	PURCHASE ORDER	HOUSEKEEPING- LANDSCAPING/GROUNDSKEEPING	LANDSCAPING SERVICES	U.S. OWNED BUSINESS	f	f	f	f	f	t	f	f	f	f	f	f	f	f	f	f	f	f	f	2018
70CMSW18FC0000062	100675.17	100675.17	PRICE MODERN LLC	PRICE MODERN LLC	7	FLORIDA	BPA CALL	OFFICE FURNITURE	WOOD OFFICE FURNITURE MANUFACTURING	U.S. OWNED BUSINESS	f	f	f	f	f	f	f	f	f	f	f	f	f	f	f	f	f	f	f	2018
HSCEMD17J00060	100966.91	100966.91	FS PARTNERS LLP	FS PARTNERS LLP	11	COLORADO	DELIVERY ORDER	INFORMATION TECHNOLOGY COMPONENTS	OTHER COMPUTER RELATED SERVICES	U.S. OWNED BUSINESS	f	f	f	f	f	f	f	f	f	f	f	f	f	f	f	f	f	f	f	2018
HSCEMD17J00060	100966.91	100966.91	FS PARTNERS LLP	FS PARTNERS LLP	11	COLORADO	DELIVERY ORDER	INFORMATION TECHNOLOGY COMPONENTS	OTHER COMPUTER RELATED SERVICES	U.S. OWNED BUSINESS	f	f	f	f	f	f	f	f	f	f	f	f	f	f	f	f	f	f	f	2017
HSCETE15J00333	101042.96	101042.96	"NET DIRECT SYSTEMS, LLC"	NET DIRECT SYSTEMS  LLC	2	GEORGIA	BPA CALL	"ADP CENTRAL PROCESSING UNIT (CPU, COMPUTER), DIGITAL"	OTHER COMPUTER RELATED SERVICES	U.S. OWNED BUSINESS	f	f	f	f	f	f	f	t	f	f	f	f	f	f	f	f	f	f	f	2015
70CMSW18P00000008	101172.4	101172.4	"UNITED TACTICAL SYSTEMS, LLC"	ADVANCED TACTICAL ORDNANCE SYSTEMS LLC	10	GEORGIA	PURCHASE ORDER	MISCELLANEOUS WEAPONS	"SMALL ARMS, ORDNANCE, AND ORDNANCE ACCESSORIES MANUFACTURING"	U.S. OWNED BUSINESS	f	f	f	f	f	f	f	f	f	f	f	f	f	f	f	f	f	f	f	2018
HSCEMD17F00233	101310.72	101310.72	ADAPT PHARMA INC.	ADAPT PHARMA INC	7	PENNSYLVANIA	DELIVERY ORDER	"REPLENISHABLE FIELD MEDICAL SETS, KITS, AND OUTFITS"	PHARMACEUTICAL PREPARATION MANUFACTURING	FOREIGN-OWNED BUSINESS INCORPORATED IN THE U.S.	f	f	f	f	f	f	f	f	f	f	f	f	f	f	f	f	f	f	f	2018
HSCEMD17F00233	101310.72	101310.72	ADAPT PHARMA INC.	ADAPT PHARMA INC	7	PENNSYLVANIA	DELIVERY ORDER	"REPLENISHABLE FIELD MEDICAL SETS, KITS, AND OUTFITS"	PHARMACEUTICAL PREPARATION MANUFACTURING	FOREIGN-OWNED BUSINESS INCORPORATED IN THE U.S.	f	f	f	f	f	f	f	f	f	f	f	f	f	f	f	f	f	f	f	2017
70CMSW18FC0000022	101441.97	101441.97	PRICE MODERN LLC	PRICE MODERN LLC	7	CONNECTICUT	BPA CALL	OFFICE FURNITURE	WOOD OFFICE FURNITURE MANUFACTURING	U.S. OWNED BUSINESS	f	f	f	f	f	f	f	f	f	f	f	f	f	f	f	f	f	f	f	2018
HSCEMD17F00253	101865	101865	"IMMEDIATE SYSTEM RESOURCES, INC"	IMMEDIATE SYSTEM RESOURCES  INC	7	MARYLAND	BPA CALL	IT AND TELECOM- DATA CONVERSION	"DATA PROCESSING, HOSTING, AND RELATED SERVICES"	U.S. OWNED BUSINESS	f	f	f	f	f	f	f	t	f	f	f	f	t	f	f	t	f	f	f	2017
HSCETC13J00024	102227.7	102227.7	GOVPLACE	GOVPLACE	11	DISTRICT OF COLUMBIA	BPA CALL	INFORMATION TECHNOLOGY COMPONENTS	COMPUTER AND SOFTWARE STORES	U.S. OWNED BUSINESS	f	f	f	f	f	f	f	f	f	f	f	f	f	f	f	f	f	f	f	2017
HSCETE16J00298	102232.02	102232.02	FS PARTNERS LLP	FS PARTNERS LLP	11	DISTRICT OF COLUMBIA	DELIVERY ORDER	INFORMATION TECHNOLOGY COMPONENTS	OTHER COMPUTER RELATED SERVICES	U.S. OWNED BUSINESS	f	f	f	f	f	f	f	f	f	f	f	f	f	f	f	f	f	f	f	2016
HSCEMD17F00131	102577.02	102577.02	"NET DIRECT SYSTEMS, LLC"	NET DIRECT SYSTEMS  LLC	4	MARYLAND	BPA CALL	INFORMATION TECHNOLOGY SUPPORT EQUIPMENT	OTHER COMPUTER RELATED SERVICES	U.S. OWNED BUSINESS	f	f	f	f	f	f	f	t	f	f	f	f	f	f	f	f	f	f	f	2017
HSCEMS15F00056	102757.54	102757.54	S J BASHEN INC	BASHEN CORPORATION	7	TEXAS	BPA CALL	SUPPORT- PROFESSIONAL: HUMAN RESOURCES	INVESTIGATION SERVICES	U.S. OWNED BUSINESS	f	f	f	f	f	f	f	t	f	f	f	f	t	f	f	t	f	f	f	2017
HSCEMS15F00056	102757.54	102757.54	S J BASHEN INC	BASHEN CORPORATION	7	TEXAS	BPA CALL	SUPPORT- PROFESSIONAL: HUMAN RESOURCES	INVESTIGATION SERVICES	U.S. OWNED BUSINESS	f	f	f	f	f	f	f	t	f	f	f	f	t	f	f	t	f	f	f	2016
HSCEMS15F00056	102757.54	102757.54	S J BASHEN INC	BASHEN CORPORATION	7	TEXAS	BPA CALL	SUPPORT- PROFESSIONAL: HUMAN RESOURCES	INVESTIGATION SERVICES	U.S. OWNED BUSINESS	f	f	f	f	f	f	f	t	f	f	f	f	t	f	f	t	f	f	f	2015
HSCETE15J00271	102816	102816	"NET DIRECT SYSTEMS, LLC"	NET DIRECT SYSTEMS  LLC	2	NORTH CAROLINA	BPA CALL	ADP SUPPORT EQUIPMENT	OTHER COMPUTER RELATED SERVICES	U.S. OWNED BUSINESS	f	f	f	f	f	f	f	t	f	f	f	f	f	f	f	f	f	f	f	2015
HSCEC708F00021	103033.15	103033.15	"WACKENHUT SERVICES, INCORPORATED"	CENTERRA GROUP  LLC	18	TEXAS	DELIVERY ORDER	HOUSEKEEPING- GUARD	SECURITY GUARDS AND PATROL SERVICES	U.S. OWNED BUSINESS	f	f	f	f	f	f	f	f	f	f	f	f	f	f	f	f	f	f	f	2017
HSCETE15J00680	103120.16	103120.16	"NET DIRECT SYSTEMS, LLC"	NET DIRECT SYSTEMS  LLC	2	DISTRICT OF COLUMBIA	BPA CALL	MINI AND MICRO COMPUTER CONTROL DEVICES	OTHER COMPUTER RELATED SERVICES	U.S. OWNED BUSINESS	f	f	f	f	f	f	f	t	f	f	f	f	f	f	f	f	f	f	f	2015
HSCEMD17J00101	103142.22	103142.22	FS PARTNERS LLP	FS PARTNERS LLP	11	COLORADO	DELIVERY ORDER	INFORMATION TECHNOLOGY COMPONENTS	OTHER COMPUTER RELATED SERVICES	U.S. OWNED BUSINESS	f	f	f	f	f	f	f	f	f	f	f	f	f	f	f	f	f	f	f	2018
HSCEMD17J00101	103142.22	103142.22	FS PARTNERS LLP	FS PARTNERS LLP	11	COLORADO	DELIVERY ORDER	INFORMATION TECHNOLOGY COMPONENTS	OTHER COMPUTER RELATED SERVICES	U.S. OWNED BUSINESS	f	f	f	f	f	f	f	f	f	f	f	f	f	f	f	f	f	f	f	2017
HSCEMR15J00015	103194.63	103194.63	"NET DIRECT SYSTEMS, LLC"	NET DIRECT SYSTEMS LLC	4	MARYLAND	BPA CALL	INFORMATION TECHNOLOGY SUPPORT EQUIPMENT	OTHER COMPUTER RELATED SERVICES	U.S. OWNED BUSINESS	f	f	f	f	f	f	f	t	f	f	f	f	f	f	f	f	f	f	f	2018
HSCEMR15J00015	103194.63	103194.63	"NET DIRECT SYSTEMS, LLC"	NET DIRECT SYSTEMS  LLC	2	MARYLAND	BPA CALL	ADP SUPPORT EQUIPMENT	OTHER COMPUTER RELATED SERVICES	U.S. OWNED BUSINESS	f	f	f	f	f	f	f	t	f	f	f	f	f	f	f	f	f	f	f	2015
HSCETE17F00050	103459.04	103459.04	"DLT SOLUTIONS, LLC"	DLT MERGERCO LLC	11	DISTRICT OF COLUMBIA	DELIVERY ORDER	INFORMATION TECHNOLOGY SOFTWARE	OTHER COMPUTER RELATED SERVICES	U.S. OWNED BUSINESS	f	f	f	f	f	f	f	f	f	f	f	f	f	f	f	f	f	f	f	2018
